,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
138,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2021,4436621447993.38,Aggregates,Aggregates,Aggregates,,
139,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2020,3427576027531.51,Aggregates,Aggregates,Aggregates,,
140,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2019,3694170623525.21,Aggregates,Aggregates,Aggregates,,
141,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2018,3776337888728.54,Aggregates,Aggregates,Aggregates,,
142,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2017,3273098437288.03,Aggregates,Aggregates,Aggregates,,
143,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2016,2876394553710.85,Aggregates,Aggregates,Aggregates,,
144,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2024,5377618134840.54,Aggregates,Aggregates,Aggregates,,
145,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2023,4979601974468.68,Aggregates,Aggregates,Aggregates,,
146,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2022,5266296571900.22,Aggregates,Aggregates,Aggregates,,
147,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2021,4893853806581.97,Aggregates,Aggregates,Aggregates,,
148,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2020,3825177284961.31,Aggregates,Aggregates,Aggregates,,
149,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2019,3854183225485.83,Aggregates,Aggregates,Aggregates,,
150,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2018,3876217916265.48,Aggregates,Aggregates,Aggregates,,
151,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2017,3538684711806.51,Aggregates,Aggregates,Aggregates,,
152,T4,East Asia & Pacific (IDA & IBRD countries),Exports of goods and services (current US$),2016,3180829502059.83,Aggregates,Aggregates,Aggregates,,
153,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2024,4826489709914.53,Aggregates,Aggregates,Aggregates,,
154,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2023,4573071410217.51,Aggregates,Aggregates,Aggregates,,
155,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2022,4681700677903.54,Aggregates,Aggregates,Aggregates,,
156,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2021,4428350205680.74,Aggregates,Aggregates,Aggregates,,
157,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2020,3421269491284.17,Aggregates,Aggregates,Aggregates,,
158,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2019,3687361355419.14,Aggregates,Aggregates,Aggregates,,
159,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2018,3769361074767.66,Aggregates,Aggregates,Aggregates,,
160,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2017,3267079860468.79,Aggregates,Aggregates,Aggregates,,
161,T4,East Asia & Pacific (IDA & IBRD countries),Imports of goods and services (current US$),2016,2871140032364.75,Aggregates,Aggregates,Aggregates,,
162,XC,Euro area,Exports of goods and services (current US$),2024,8105847354423.04,Aggregates,Aggregates,Aggregates,,
163,XC,Euro area,Exports of goods and services (current US$),2023,7978037743949.34,Aggregates,Aggregates,Aggregates,,
164,XC,Euro area,Exports of goods and services (current US$),2022,7815450273992.55,Aggregates,Aggregates,Aggregates,,
165,XC,Euro area,Exports of goods and services (current US$),2021,7245619478850.78,Aggregates,Aggregates,Aggregates,,
166,XC,Euro area,Exports of goods and services (current US$),2020,5926775269616.62,Aggregates,Aggregates,Aggregates,,
167,XC,Euro area,Exports of goods and services (current US$),2019,6443247547680.73,Aggregates,Aggregates,Aggregates,,
168,XC,Euro area,Exports of goods and services (current US$),2018,6534860650692.68,Aggregates,Aggregates,Aggregates,,
169,XC,Euro area,Exports of goods and services (current US$),2017,5948409013130.16,Aggregates,Aggregates,Aggregates,,
170,XC,Euro area,Exports of goods and services (current US$),2016,5418277022825.19,Aggregates,Aggregates,Aggregates,,
171,XC,Euro area,Imports of goods and services (current US$),2024,7383770624026.43,Aggregates,Aggregates,Aggregates,,
172,XC,Euro area,Imports of goods and services (current US$),2023,7409439776796.92,Aggregates,Aggregates,Aggregates,,
173,XC,Euro area,Imports of goods and services (current US$),2022,7529762439233.67,Aggregates,Aggregates,Aggregates,,
174,XC,Euro area,Imports of goods and services (current US$),2021,6646992274731.29,Aggregates,Aggregates,Aggregates,,
175,XC,Euro area,Imports of goods and services (current US$),2020,5451749906528.58,Aggregates,Aggregates,Aggregates,,
176,XC,Euro area,Imports of goods and services (current US$),2019,5969165354304.75,Aggregates,Aggregates,Aggregates,,
177,XC,Euro area,Imports of goods and services (current US$),2018,5985448082581.01,Aggregates,Aggregates,Aggregates,,
178,XC,Euro area,Imports of goods and services (current US$),2017,5387031003600.01,Aggregates,Aggregates,Aggregates,,
179,XC,Euro area,Imports of goods and services (current US$),2016,4874027146251.31,Aggregates,Aggregates,Aggregates,,
180,Z7,Europe & Central Asia,Exports of goods and services (current US$),2024,13129045905189.2,Aggregates,Aggregates,Aggregates,,
181,Z7,Europe & Central Asia,Exports of goods and services (current US$),2023,12859649011799.2,Aggregates,Aggregates,Aggregates,,
182,Z7,Europe & Central Asia,Exports of goods and services (current US$),2022,12843930534714.4,Aggregates,Aggregates,Aggregates,,
183,Z7,Europe & Central Asia,Exports of goods and services (current US$),2021,11610809293390.2,Aggregates,Aggregates,Aggregates,,
184,Z7,Europe & Central Asia,Exports of goods and services (current US$),2020,9358949545211.11,Aggregates,Aggregates,Aggregates,,
185,Z7,Europe & Central Asia,Exports of goods and services (current US$),2019,10274649431650.7,Aggregates,Aggregates,Aggregates,,
186,Z7,Europe & Central Asia,Exports of goods and services (current US$),2018,10410851721147.1,Aggregates,Aggregates,Aggregates,,
187,Z7,Europe & Central Asia,Exports of goods and services (current US$),2017,9404907313966.76,Aggregates,Aggregates,Aggregates,,
188,Z7,Europe & Central Asia,Exports of goods and services (current US$),2016,8554872091264.83,Aggregates,Aggregates,Aggregates,,
189,Z7,Europe & Central Asia,Imports of goods and services (current US$),2024,12136428850995.6,Aggregates,Aggregates,Aggregates,,
190,Z7,Europe & Central Asia,Imports of goods and services (current US$),2023,12038146750069.3,Aggregates,Aggregates,Aggregates,,
191,Z7,Europe & Central Asia,Imports of goods and services (current US$),2022,12029778269177.6,Aggregates,Aggregates,Aggregates,,
192,Z7,Europe & Central Asia,Imports of goods and services (current US$),2021,10606058220022.2,Aggregates,Aggregates,Aggregates,,
193,Z7,Europe & Central Asia,Imports of goods and services (current US$),2020,8709145241387.07,Aggregates,Aggregates,Aggregates,,
194,Z7,Europe & Central Asia,Imports of goods and services (current US$),2019,9551320072543.44,Aggregates,Aggregates,Aggregates,,
195,Z7,Europe & Central Asia,Imports of goods and services (current US$),2018,9581855928986.91,Aggregates,Aggregates,Aggregates,,
